receptor,family,tracer,measure,reference_region,n,age,source,region,region_name,left,right,mean,coverage
"5-HT6","Serotonin","[11C]GSK215083","BPND","cerebellum","30","36.6 (SD 9.0)","Radhakrishnan R et al., J Nucl Med 2018","Putamen","Putamen","1.0651","0.9871","1.0261","1"
"5-HT6","Serotonin","[11C]GSK215083","BPND","cerebellum","30","36.6 (SD 9.0)","Radhakrishnan R et al., J Nucl Med 2018","Pallidum","Globus Pallidus","0.6356","0.8965","0.766","1"
"5-HT6","Serotonin","[11C]GSK215083","BPND","cerebellum","30","36.6 (SD 9.0)","Radhakrishnan R et al., J Nucl Med 2018","Thalamus","Thalamus","0.0774","0.1318","0.1046","1"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Precentral","Precentral Gyrus","3.2381","3.6024","3.4203","0.63"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Sup","Superior Frontal Gyrus","3.4233","3.3665","3.3949","0.58"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","6.4205","6.1554","6.2879","0.79"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Mid","Middle Frontal Gyrus","4.3414","4.7341","4.5377","0.61"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","4.9858","5.414","5.1999","0.76"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","4.4769","4.5392","4.5081","0.73"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","4.6501","5.106","4.8781","0.65"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","7.355","7.7404","7.5477","0.73"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Rolandic_Oper","Rolandic Operculum","7.3876","6.4551","6.9214","0.88"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Supp_Motor_Area","Supplementary Motor Area","3.0558","3.8318","3.4438","0.71"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Olfactory","Olfactory Cortex","25.2505","21.8875","23.569","0.99"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","3.7337","3.8795","3.8066","0.69"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Frontal_Med_Orb","Medial Orbitofrontal Cortex","8.7705","8.8888","8.8297","0.91"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Rectus","Gyrus Rectus","9.919","10.0118","9.9654","0.96"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Insula","Insula","14.1808","14.8633","14.522","0.92"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Cingulum_Ant","Anterior Cingulate","11.5112","10.313","10.9121","1"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Cingulum_Mid","Middle Cingulate","10.5029","10.9659","10.7344","0.98"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Cingulum_Post","Posterior Cingulate","9.8409","8.8869","9.3639","0.76"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Hippocampus","Hippocampus","16.9688","14.5935","15.7811","0.79"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","ParaHippocampal","Parahippocampal Gyrus","15.0433","14.3949","14.7191","0.9"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Amygdala","Amygdala","31.0973","29.5748","30.336","1"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Heschl","Heschl's Gyrus","16.672","15.1391","15.9056","0.98"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Temporal_Sup","Superior Temporal Gyrus","10.2406","8.325","9.2828","0.8"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Temporal_Pole_Sup","Temporal Pole, Superior","9.8267","11.6744","10.7506","0.57"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Temporal_Mid","Middle Temporal Gyrus","6.9655","6.5179","6.7417","0.71"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Temporal_Pole_Mid","Temporal Pole, Middle","8.804","10.3153","9.5597","0.55"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Temporal_Inf","Inferior Temporal Gyrus","5.3202","5.2649","5.2925","0.74"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Postcentral","Postcentral Gyrus","4.7689","4.4941","4.6315","0.62"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Parietal_Sup","Superior Parietal Lobule","","","","0.39"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Parietal_Inf","Inferior Parietal Lobule","3.1353","2.5439","2.8396","0.62"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","SupraMarginal","Supramarginal Gyrus","4.429","3.5692","3.9991","0.65"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Angular","Angular Gyrus","3.272","","3.272","0.54"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Precuneus","Precuneus","4.9139","5.447","5.1804","0.7"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Paracentral_Lobule","Paracentral Lobule","3.5906","5.0556","4.3231","0.71"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Calcarine","Calcarine Cortex","10.1445","9.714","9.9293","0.8"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Cuneus","Cuneus","7.2278","6.9919","7.1098","0.71"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Lingual","Lingual Gyrus","9.4834","10.005","9.7442","0.82"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Occipital_Sup","Superior Occipital Gyrus","4.6532","3.8173","4.2353","0.57"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Occipital_Mid","Middle Occipital Gyrus","4.6808","3.6491","4.1649","0.56"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Occipital_Inf","Inferior Occipital Gyrus","5.6987","4.9453","5.322","0.65"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Fusiform","Fusiform Gyrus","8.4939","7.8629","8.1784","0.81"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Caudate","Caudate Nucleus","","18.9151","18.9151","0.52"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Putamen","Putamen","31.5992","30.1723","30.8857","1"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Pallidum","Globus Pallidus","40.3813","39.1954","39.7883","1"
"SERT","Serotonin","[11C]DASB","BPND","cerebellum","18","30.5 (SD 9.5)","Savli M et al., NeuroImage 2012","Thalamus","Thalamus","28.4012","30.9276","29.6644","0.82"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Precentral","Precentral Gyrus","10.1283","9.7783","9.9533","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Sup","Superior Frontal Gyrus","9.6802","9.4398","9.56","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","9.7889","9.9741","9.8815","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Mid","Middle Frontal Gyrus","10.4231","9.4977","9.9604","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","10.1787","10.1804","10.1796","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","10.7824","10.5199","10.6512","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","10.8327","9.7289","10.2808","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","10.2109","10.0516","10.1312","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Rolandic_Oper","Rolandic Operculum","9.9009","10.0023","9.9516","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Supp_Motor_Area","Supplementary Motor Area","9.6343","10.1807","9.9075","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Olfactory","Olfactory Cortex","9.4061","9.4301","9.4181","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","9.5407","9.6658","9.6033","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Frontal_Med_Orb","Medial Orbitofrontal Cortex","9.8637","10.1242","9.994","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Rectus","Gyrus Rectus","9.7978","9.9581","9.878","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Insula","Insula","10.1852","10.4737","10.3295","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Cingulum_Ant","Anterior Cingulate","10.2043","10.2943","10.2493","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Cingulum_Mid","Middle Cingulate","10.8676","10.7938","10.8307","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Cingulum_Post","Posterior Cingulate","9.2484","8.5676","8.908","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Hippocampus","Hippocampus","11.0071","10.9958","11.0014","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","ParaHippocampal","Parahippocampal Gyrus","8.1464","8.7868","8.4666","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Amygdala","Amygdala","9.2892","9.3115","9.3004","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Heschl","Heschl's Gyrus","10.1954","10.6044","10.3999","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Temporal_Sup","Superior Temporal Gyrus","9.7294","9.3302","9.5298","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Temporal_Pole_Sup","Temporal Pole, Superior","7.419","7.3144","7.3667","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Temporal_Mid","Middle Temporal Gyrus","9.7044","9.4704","9.5874","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Temporal_Pole_Mid","Temporal Pole, Middle","7.7028","7.5431","7.6229","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Temporal_Inf","Inferior Temporal Gyrus","9.1873","9.3994","9.2934","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Postcentral","Postcentral Gyrus","9.539","9.0199","9.2794","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Parietal_Sup","Superior Parietal Lobule","8.7812","8.3848","8.583","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Parietal_Inf","Inferior Parietal Lobule","10.0575","9.4743","9.7659","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","SupraMarginal","Supramarginal Gyrus","10.3573","9.4091","9.8832","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Angular","Angular Gyrus","10.4726","9.7238","10.0982","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Precuneus","Precuneus","9.1509","9.6529","9.4019","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Paracentral_Lobule","Paracentral Lobule","8.5753","9.3334","8.9543","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Calcarine","Calcarine Cortex","8.7792","9.3804","9.0798","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Cuneus","Cuneus","9.008","9.5473","9.2776","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Lingual","Lingual Gyrus","8.7107","9.1537","8.9322","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Occipital_Sup","Superior Occipital Gyrus","9.3037","9.6568","9.4803","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Occipital_Mid","Middle Occipital Gyrus","10.1651","9.7122","9.9386","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Occipital_Inf","Inferior Occipital Gyrus","9.8225","9.4577","9.6401","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Fusiform","Fusiform Gyrus","9.2619","9.5681","9.415","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Caudate","Caudate Nucleus","8.8392","9.9755","9.4074","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Putamen","Putamen","11.7635","11.6571","11.7103","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Pallidum","Globus Pallidus","11.5593","10.975","11.2671","1"
"α4β2 nicotinic","Acetylcholine","[18F]flubatine","VT","none (arterial input)","30","33.5 (SD 10.7)","Hillmer AT et al., NeuroImage 2016","Thalamus","Thalamus","21.2933","22.0036","21.6485","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Precentral","Precentral Gyrus","2.889","2.9427","2.9158","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Sup","Superior Frontal Gyrus","2.9327","3.0195","2.9761","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","3.3319","3.4242","3.378","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Mid","Middle Frontal Gyrus","3.3867","3.3843","3.3855","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","3.4852","3.844","3.6646","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","3.4225","3.5474","3.4849","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","3.4469","3.3697","3.4083","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","3.4718","3.672","3.5719","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Rolandic_Oper","Rolandic Operculum","3.316","3.5599","3.438","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Supp_Motor_Area","Supplementary Motor Area","3.1221","3.0549","3.0885","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Olfactory","Olfactory Cortex","4.477","4.3467","4.4118","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","3.3787","3.351","3.3649","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Frontal_Med_Orb","Medial Orbitofrontal Cortex","3.9059","3.9004","3.9031","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Rectus","Gyrus Rectus","4.0001","4.0374","4.0188","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Insula","Insula","3.5994","4.1991","3.8992","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Cingulum_Ant","Anterior Cingulate","3.7433","3.5295","3.6364","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Cingulum_Mid","Middle Cingulate","3.9488","3.628","3.7884","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Cingulum_Post","Posterior Cingulate","2.9388","1.9807","2.4597","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Hippocampus","Hippocampus","2.1386","2.1402","2.1394","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","ParaHippocampal","Parahippocampal Gyrus","2.4507","2.9345","2.6926","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Amygdala","Amygdala","3.3826","3.5671","3.4748","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Heschl","Heschl's Gyrus","3.8732","4.3174","4.0953","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Temporal_Sup","Superior Temporal Gyrus","4.0278","4.0174","4.0226","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Temporal_Pole_Sup","Temporal Pole, Superior","2.9351","3.1405","3.0378","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Temporal_Mid","Middle Temporal Gyrus","3.9023","4.066","3.9841","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Temporal_Pole_Mid","Temporal Pole, Middle","3.3477","3.3909","3.3693","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Temporal_Inf","Inferior Temporal Gyrus","3.7182","4.0529","3.8856","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Postcentral","Postcentral Gyrus","3.1371","3.1235","3.1303","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Parietal_Sup","Superior Parietal Lobule","3.2645","3.3363","3.3004","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Parietal_Inf","Inferior Parietal Lobule","3.8493","3.9529","3.9011","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","SupraMarginal","Supramarginal Gyrus","3.9167","3.7094","3.8131","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Angular","Angular Gyrus","3.9473","3.9154","3.9313","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Precuneus","Precuneus","3.6095","3.518","3.5637","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Paracentral_Lobule","Paracentral Lobule","2.6063","2.8173","2.7118","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Calcarine","Calcarine Cortex","4.118","3.7985","3.9583","1"
"M1 muscarinic","Acetylcholine","[11C]LSN3172176","BPND","cerebellum","24","40.4 (SD 11.7)","Naganawa M et al., J Nucl Med 2020","Cuneus","Cuneus","3.8684","3.9189","3.8937","1"
