receptor,family,tracer,measure,reference_region,n,age,source,region,region_name,left,right,mean,coverage
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Temporal_Pole_Sup","Temporal Pole, Superior","0.7256","0.6698","0.6977","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Temporal_Mid","Middle Temporal Gyrus","0.8413","0.888","0.8647","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Temporal_Pole_Mid","Temporal Pole, Middle","0.6618","0.5987","0.6303","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Temporal_Inf","Inferior Temporal Gyrus","0.743","0.7725","0.7578","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Postcentral","Postcentral Gyrus","0.6675","0.6296","0.6485","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Parietal_Sup","Superior Parietal Lobule","0.6838","0.625","0.6544","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Parietal_Inf","Inferior Parietal Lobule","0.8516","0.8398","0.8457","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","SupraMarginal","Supramarginal Gyrus","0.91","0.8738","0.8919","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Angular","Angular Gyrus","0.8647","0.8331","0.8489","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Precuneus","Precuneus","0.8264","0.8245","0.8255","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Paracentral_Lobule","Paracentral Lobule","0.5427","0.5864","0.5645","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Calcarine","Calcarine Cortex","0.7517","0.721","0.7363","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Cuneus","Cuneus","0.8196","0.8062","0.8129","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Lingual","Lingual Gyrus","0.6738","0.654","0.6639","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Occipital_Sup","Superior Occipital Gyrus","0.674","0.6939","0.684","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Occipital_Mid","Middle Occipital Gyrus","0.7176","0.7579","0.7377","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Occipital_Inf","Inferior Occipital Gyrus","0.6907","0.6515","0.6711","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Fusiform","Fusiform Gyrus","0.7507","0.759","0.7548","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Caudate","Caudate Nucleus","0.6264","0.6251","0.6257","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Putamen","Putamen","0.87","0.879","0.8745","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Pallidum","Globus Pallidus","0.5208","0.581","0.5509","1"
"mGluR5","Glutamate","[11C]ABP688","BPND","cerebellar cortex","73","19.9 (SD 3.0)","Smart K et al., Eur J Nucl Med Mol Imaging 2019","Thalamus","Thalamus","0.4657","0.4545","0.4601","1"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Precentral","Precentral Gyrus","653.6866","623.6485","638.6675","0.65"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Sup","Superior Frontal Gyrus","651.2067","622.1123","636.6595","0.65"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","728.2423","703.4647","715.8535","0.8"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Mid","Middle Frontal Gyrus","713.0035","684.8734","698.9384","0.61"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","760.8267","754.2163","757.5215","0.7"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","768.5879","733.9853","751.2866","0.59"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","748.8554","701.1387","724.9971","0.6"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","705.5214","695.9991","700.7603","0.68"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Rolandic_Oper","Rolandic Operculum","789.1958","794.1966","791.6962","0.72"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Supp_Motor_Area","Supplementary Motor Area","692.2113","652.0144","672.1129","0.66"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Olfactory","Olfactory Cortex","712.292","649.0453","680.6687","0.76"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","662.0593","662.5569","662.3081","0.65"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Frontal_Med_Orb","Medial Orbitofrontal Cortex","798.961","757.086","778.0235","0.57"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Rectus","Gyrus Rectus","818.2947","782.3626","800.3286","0.76"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Insula","Insula","760.7771","759.829","760.303","0.61"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Cingulum_Ant","Anterior Cingulate","","828.5701","828.5701","0.5"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Cingulum_Mid","Middle Cingulate","784.4952","798.2735","791.3844","0.52"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Cingulum_Post","Posterior Cingulate","678.8358","584.7644","631.8001","0.75"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Hippocampus","Hippocampus","440.7735","389.5981","415.1858","0.96"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","ParaHippocampal","Parahippocampal Gyrus","493.6432","497.3099","495.4766","0.82"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Amygdala","Amygdala","511.9361","510.0332","510.9846","0.74"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Heschl","Heschl's Gyrus","","","","0.43"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Temporal_Sup","Superior Temporal Gyrus","809.2984","775.1516","792.225","0.64"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Temporal_Pole_Sup","Temporal Pole, Superior","","","","0.42"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Temporal_Mid","Middle Temporal Gyrus","741.0757","728.5632","734.8194","0.69"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Temporal_Pole_Mid","Temporal Pole, Middle","514.2222","540.1475","527.1849","0.64"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Temporal_Inf","Inferior Temporal Gyrus","683.9976","677.5516","680.7746","0.76"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Postcentral","Postcentral Gyrus","648.0814","626.1262","637.1038","0.65"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Parietal_Sup","Superior Parietal Lobule","634.8609","633.593","634.227","0.6"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Parietal_Inf","Inferior Parietal Lobule","730.1587","718.6478","724.4032","0.67"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","SupraMarginal","Supramarginal Gyrus","715.6174","699.7061","707.6617","0.79"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Angular","Angular Gyrus","691.9557","669.8484","680.902","0.8"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Precuneus","Precuneus","681.8026","683.6269","682.7147","0.7"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Paracentral_Lobule","Paracentral Lobule","616.1579","586.7741","601.466","0.62"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Calcarine","Calcarine Cortex","899.8863","843.4143","871.6503","0.86"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Cuneus","Cuneus","764.3617","730.4602","747.4109","0.75"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Lingual","Lingual Gyrus","838.8085","827.0879","832.9482","0.85"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Occipital_Sup","Superior Occipital Gyrus","659.9434","616.5881","638.2658","0.83"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Occipital_Mid","Middle Occipital Gyrus","682.3307","711.0553","696.693","0.84"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Occipital_Inf","Inferior Occipital Gyrus","725.1293","716.073","720.6011","0.95"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Fusiform","Fusiform Gyrus","718.156","696.2812","707.2186","0.82"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Caudate","Caudate Nucleus","382.3554","390.9374","386.6464","0.99"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Putamen","Putamen","559.1833","527.7568","543.4701","1"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Pallidum","Globus Pallidus","447.445","408.4016","427.9233","1"
"GABA-A / benzodiazepine site","GABA","[11C]flumazenil","Bmax","none (arterial input)","16","26.6 (SD 8)","Nørgaard M et al., NeuroImage 2021","Thalamus","Thalamus","385.0737","361.8392","373.4565","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Precentral","Precentral Gyrus","16.4068","16.4825","16.4447","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Sup","Superior Frontal Gyrus","15.8761","16.535","16.2056","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","17.2059","17.1877","17.1968","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Mid","Middle Frontal Gyrus","17.0216","16.4717","16.7467","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","16.4646","17.7527","17.1086","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","17.7281","18.6148","18.1714","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","16.6373","16.8117","16.7245","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","18.037","18.1276","18.0823","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Rolandic_Oper","Rolandic Operculum","16.7249","17.5728","17.1489","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Supp_Motor_Area","Supplementary Motor Area","20.1727","19.2597","19.7162","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Olfactory","Olfactory Cortex","33.2432","33.8567","33.55","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Sup_Medial","Superior Frontal Gyrus, Medial","19.5286","18.2677","18.8982","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Frontal_Med_Orb","Medial Orbitofrontal Cortex","21.1369","21.2075","21.1722","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Rectus","Gyrus Rectus","22.1161","21.9113","22.0137","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Insula","Insula","20.579","22.749","21.664","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Cingulum_Ant","Anterior Cingulate","26.5179","25.1218","25.8198","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Cingulum_Mid","Middle Cingulate","22.2421","21.1871","21.7146","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Cingulum_Post","Posterior Cingulate","14.8015","11.3067","13.0541","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Hippocampus","Hippocampus","15.2746","15.3015","15.288","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","ParaHippocampal","Parahippocampal Gyrus","14.4344","17.7773","16.1058","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Amygdala","Amygdala","24.3086","27.736","26.0223","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Heschl","Heschl's Gyrus","19.5947","21.0367","20.3157","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Temporal_Sup","Superior Temporal Gyrus","18.8443","17.8264","18.3353","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Temporal_Pole_Sup","Temporal Pole, Superior","16.8622","15.7283","16.2953","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Temporal_Mid","Middle Temporal Gyrus","15.8002","15.6545","15.7273","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Temporal_Pole_Mid","Temporal Pole, Middle","13.8117","13.3932","13.6025","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Temporal_Inf","Inferior Temporal Gyrus","14.1127","15.129","14.6209","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Postcentral","Postcentral Gyrus","14.8339","15.1891","15.0115","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Parietal_Sup","Superior Parietal Lobule","13.8222","13.8613","13.8418","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Parietal_Inf","Inferior Parietal Lobule","15.5292","15.7361","15.6326","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","SupraMarginal","Supramarginal Gyrus","16.391","15.6673","16.0292","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Angular","Angular Gyrus","15.446","15.6021","15.5241","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Precuneus","Precuneus","16.4909","16.2017","16.3463","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Paracentral_Lobule","Paracentral Lobule","15.5719","16.7082","16.1401","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Calcarine","Calcarine Cortex","16.1393","15.1989","15.6691","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Cuneus","Cuneus","14.9827","15.109","15.0458","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Lingual","Lingual Gyrus","13.933","14.4567","14.1949","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Occipital_Sup","Superior Occipital Gyrus","14.2784","14.1537","14.2161","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Occipital_Mid","Middle Occipital Gyrus","14.7791","14.9958","14.8875","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Occipital_Inf","Inferior Occipital Gyrus","14.1927","14.5036","14.3481","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Fusiform","Fusiform Gyrus","15.2928","15.3639","15.3284","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Caudate","Caudate Nucleus","25.0297","26.6906","25.8601","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Putamen","Putamen","43.6223","40.2341","41.9282","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Pallidum","Globus Pallidus","42.5969","44.365","43.4809","1"
"H3","Histamine","[11C]GSK189254","VT","none (arterial input)","8","31.7 (SD 9.0)","Gallezot JD et al., J Cereb Blood Flow Metab 2017","Thalamus","Thalamus","15.9461","16.968","16.457","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Precentral","Precentral Gyrus","1.2406","1.1997","1.2202","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Sup","Superior Frontal Gyrus","1.2686","1.2397","1.2542","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Sup_Orb","Superior Frontal Gyrus, Orbital","1.369","1.3533","1.3611","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Mid","Middle Frontal Gyrus","1.334","1.2928","1.3134","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Mid_Orb","Middle Frontal Gyrus, Orbital","1.3964","1.3852","1.3908","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Inf_Oper","Inferior Frontal Gyrus, Opercular","1.3227","1.2931","1.3079","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Inf_Tri","Inferior Frontal Gyrus, Triangular","1.3468","1.2722","1.3095","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Frontal_Inf_Orb","Inferior Frontal Gyrus, Orbital","1.3596","1.3216","1.3406","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Rolandic_Oper","Rolandic Operculum","1.2919","1.3062","1.299","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Supp_Motor_Area","Supplementary Motor Area","1.2331","1.2285","1.2308","1"
"CB1","Cannabinoid","[11C]OMAR","VT","none (arterial input)","77","30.0 (SD 8.9)","Normandin MD et al., J Cereb Blood Flow Metab 2015","Olfactory","Olfactory Cortex","1.4009","1.389","1.3949","1"
